battery_id,cycle,cycle_type,capacity,voltage_mean,voltage_min,voltage_max,current_mean,current_min,current_max,temperature_mean,temperature_min,temperature_max,current_load_mean,voltage_load_mean,discharge_duration
B0005,22,discharge,1.8246195526864504,3.549292319740949,2.4724483018527317,4.188916055911241,-1.863380178294828,-2.0160713863396573,0.002626400189938571,32.15709350345252,24.43128509546442,38.54143406601644,-1.8502624338624338,2.4602222222222223,3530.25
B0005,25,discharge,1.8142019357673917,3.559759220648976,2.64956413267546,4.189876247266316,-1.872968810287894,-2.016851865845563,0.00236452370176732,32.36407129853099,24.74037188089418,38.52197451768004,-1.8593454545454546,2.4758021390374334,3491.016
B0005,27,discharge,1.8137521577549054,3.558081969139198,2.5724981777366227,4.189286794768804,-1.8826095043160833,-2.016393908986775,0.0018583785527610795,32.3181954403762,24.733107699311514,38.582485834057856,-1.8693247311827959,2.493279569892473,3470.281
B0005,29,discharge,1.8134404914735822,3.555692244172496,2.5249886697730286,4.188837765892728,-1.882536787636365,-2.0158117255163046,0.0022664654273509715,32.15709029211502,24.44798340505406,38.520294134873915,-1.8693247311827959,2.4930591397849464,3470.0
B0005,31,discharge,1.8025980036306504,3.562746818017503,2.694621861688723,4.189110301768517,-1.8817935155260215,-2.0193509920362724,0.001319946437255823,32.04407000314609,24.463097121123557,38.21358592965045,-1.868625945945946,2.493508108108108,3450.297
B0005,33,discharge,1.80210690024615,3.5614521756489204,2.64010141737067,4.18921207304098,-1.8921861285036712,-2.0164420273602586,0.0030782527761262007,31.931593674911532,24.32051139249706,38.1983618706913,-1.8787804347826087,2.5033804347826085,3429.407
B0005,35,discharge,1.802579500826209,3.5603420474985823,2.5739035098380962,4.188899969428112,-1.9027629207037406,-2.016465255161054,0.0009018486465400538,31.941655359029298,24.357321702352365,38.31926916027133,-1.8890437158469946,2.5137704918032786,3409.484
B0005,37,discharge,1.8030683142834096,3.5591189041401865,2.4942396831720126,4.188779799856791,-1.9133470605822436,-2.0181069603406625,-0.00044812397487015555,31.965008645476725,24.382419922756025,38.4787542519308,-1.89941978021978,2.5288736263736262,3390.422
B0005,39,discharge,1.8027776247196041,3.557886771846508,2.4556793246645583,4.189272591516219,-1.9131602105481538,-2.0170254305215485,0.002337558709004184,31.966241678512723,24.355030419469987,38.54659017774874,-1.8994164835164835,2.5293241758241756,3390.281
B0005,42,discharge,1.8470259949329193,3.5520375235511907,2.632142800798914,4.187614060563439,-1.8553455745575975,-2.01684718332263,0.005955165804640151,32.37143341978575,24.549424447285215,38.44749852224995,-1.8422010416666668,2.4483229166666667,3591.734
B0005,46,discharge,1.847417311283644,3.5525668436897124,2.5027764692056795,4.1876287811083985,-1.8746995273150975,-2.016190951623346,0.0016182635202416972,32.70024990461686,24.917503693363493,38.992275791716615,-1.8615263157894737,2.4740684210526314,3552.297
B0005,50,discharge,1.8361774213478947,3.556794038327039,2.617507742871704,4.187447226312926,-1.873827212788385,-2.016760348146938,0.002519215784369448,32.32266411829938,24.56596639952811,38.51424197364312,-1.8607999999999998,2.480037037037037,3531.578
B0005,54,discharge,1.8257807475776242,3.5614100044534203,2.694074478000972,4.187344026387161,-1.883193546754683,-2.0160230713598764,0.0037933120349866447,31.98795810666763,24.21658146702539,38.165816144899125,-1.8700117647058825,2.4924491978609624,3492.907
B0005,58,discharge,1.8251136435078368,3.5566107947817986,2.6237674644021887,4.187438187636325,-1.873239184822504,-2.01719076462715,0.00343888873867598,31.894456524691385,24.054990657817566,38.16526203587147,-1.860063829787234,2.4792606382978724,3511.594
B0005,62,discharge,1.8255815042203762,3.5586742170266272,2.5010798299873738,4.18774138117799,-1.9139593751505897,-2.0161148625656655,0.0012614422239159216,31.78039681801023,24.024851602995685,38.27549578575718,-1.9004891304347828,2.5292119565217392,3431.9370000000054
B0005,66,discharge,1.8140311275083907,3.564103182686905,2.6849988185249796,4.188261122540052,-1.9030532722310995,-2.0168636304742815,0.0031353992245556606,31.688747146342205,23.93622764909489,37.982160799183106,-1.8896369565217395,2.516663043478261,3431.125
B0005,70,discharge,1.8147691941158939,3.559588063594272,2.547109116468133,4.187338767288234,-1.9134590742247914,-2.024643671910137,0.0011043615738374486,31.596747992569153,23.811534187517502,38.11100191887773,-1.8999540983606558,2.529601092896175,3412.406
B0005,74,discharge,1.813969388710352,3.556833231052199,2.471314764334132,4.187560306288175,-1.913620909902553,-2.017291134571006,-3.060676830687782e-05,31.565586498787077,23.754765330883426,38.18831137948753,-1.8999562841530055,2.527672131147541,3410.688
B0005,78,discharge,1.802765665167823,3.5624410850948944,2.6613903306108773,4.18805176248713,-1.9025819745719061,-2.01713712589233,0.0037901043107805275,31.59124667045208,23.79410930748377,37.998541119085836,-1.8890437158469948,2.5117868852459013,3410.718
B0005,82,discharge,1.804077040117352,3.5591407106855666,2.541762355407921,4.187667484260542,-1.9130621638638965,-2.0159460285100574,0.0006901740069088986,31.603485399391182,23.801300986918452,38.194201649765226,-1.8994175824175823,2.5213186813186814,3392.719
B0005,86,discharge,1.8518025516704486,3.5573161327793144,2.628919415830567,4.2010701773378685,-1.920618117118412,-2.0167372379007014,0.0008475435827522827,31.91556385491565,23.78129749955371,38.45796400011448,1.906736388140162,2.512035040431267,3470.672
B0005,90,discharge,1.8307038456739428,3.561870782772737,2.6312552691827045,4.1996223345495824,-1.9298830859597569,-2.0183057226929555,0.0011650883880798665,32.081128118597164,24.2036410699716,38.49126351534004,1.9161506849315069,2.5250219178082194,3414.109
B0005,94,discharge,1.8199041089501267,3.5617586337260088,2.654880745360911,4.199853323702163,-1.9293005284805407,-2.016579511976592,0.0019472390588109682,31.849792632896243,24.00078927251757,38.31473393357882,1.9156760330578513,2.520526170798898,3395.219
B0005,98,discharge,1.8093079637028517,3.5597307651083123,2.6749688422803803,4.199103467081427,-1.923330987770314,-2.0193879194408373,0.0018372947715281892,31.465690433362017,23.53999092882516,37.861934640176806,1.9099110497237572,2.510174033149171,3386.0
B0005,102,discharge,1.80460990458052,3.5575937553540915,2.6159705726789904,4.199998536865001,-1.9284469980320087,-2.015814483813837,0.0074961910680886356,31.40934895665031,23.566095747572557,37.90665575786083,1.9149688888888892,2.5116055555555556,3368.187
B0005,106,discharge,1.7993770651972192,3.5597237883937995,2.658447162110498,4.19967522099872,-1.9231439161693824,-2.019901495893039,0.001392374886299951,31.902247475518077,23.9730227457941,38.34003238560517,1.9094477777777779,2.503302777777778,3368.266
B0005,110,discharge,1.7884432335370462,3.559061771422033,2.6979426084271156,4.1991847248803165,-1.9170149640438081,-2.016522387288751,0.0025753372180031702,31.649024294808623,23.755161868961988,38.0745950590744,1.903607242339833,2.4986629526462396,3358.719
B0005,114,discharge,1.7829230484252723,3.557015527748059,2.6617272246516333,4.200012480335,-1.922048805055383,-2.017112121704317,0.0011747056452339859,31.48874626238971,23.51454265913581,38.07252758016199,1.908672829131653,2.502120448179272,3339.5
B0005,118,discharge,1.7730337158018288,3.5562481933590964,2.699288287625812,4.1992373656547874,-1.9162302821549877,-2.018009988339822,0.0023816748049826563,31.329995610092634,23.27146353182613,37.80133585100446,1.902809550561798,2.4921376404494384,3331.265
B0005,122,discharge,1.773037755078937,3.5532756526091784,2.6127932408838532,4.1993957811187075,-1.9220800182578983,-2.017724236336294,0.0021374370347549054,31.569551201845574,23.439367870877128,38.39873985476869,1.908174647887324,2.496878873239437,3321.188
B0005,126,discharge,1.7678721106662054,3.556266431640255,2.6637064901468075,4.1995786980260705,-1.9162417890311958,-2.016792488625222,0.00151986195803867,32.111426258867944,24.020578317587123,38.74929237918251,1.9025887323943664,2.4925098591549295,3321.844
B0005,130,discharge,1.7623150704093087,3.5563095420140822,2.6668454289754746,4.199546957512695,-1.9158809823517762,-2.0172551326315866,0.0018244735178706453,32.271676011112376,24.256086319320033,38.87275464755104,1.9023000000000005,2.494497175141243,3311.828
B0005,134,discharge,1.7676172924938447,3.558950851054106,2.684431051981017,4.194091469340824,-1.9114406265753041,-2.0159457514475405,0.0005228307091433465,31.842291659678658,23.99270220171187,38.503541429116005,-1.8977999999999997,2.516620111731844,3327.391
B0005,136,discharge,1.762668359743147,3.5534418211598053,2.645224362345869,4.200715235801255,-1.9158166997544155,-2.021877555086194,0.002427106886628309,31.759815453754253,23.826487051861594,38.27009094548294,1.9022700564971755,2.498725988700565,3312.078
B0005,140,discharge,1.7517304870664143,3.5510121537420285,2.6603527244917,4.1990980807180325,-1.9151304155635374,-2.0169903181968984,0.0006158711833322257,31.41911167391793,23.348558306380394,38.11684755251712,1.9017289772727275,2.492619318181818,3293.172
B0005,144,discharge,1.7418496047960008,3.551317608213948,2.6926849789916263,4.199398534411534,-1.9148485784393638,-2.016185456554963,0.0008035192993614022,31.331626572312267,23.236214188565974,38.04152715355532,1.901172,2.489822857142857,3275.328
B0005,148,discharge,1.7360913511847138,3.549003180550162,2.670544734728978,4.199122915612965,-1.9144128654409127,-2.0170647431651068,0.0014889451776809062,31.35934131425137,23.214801785728056,38.17980302242767,1.9008985673352439,2.4861575931232096,3265.016
B0005,150,discharge,1.7936240148573608,3.5597648340955175,2.605158060541757,4.190409478081396,-1.9388813849818083,-2.0168134548386294,0.002493114712392233,34.31088483888259,26.647373946169793,40.71218198711114,1.9252814606741575,2.527724719101124,3328.937
B0005,154,discharge,1.7831890223273275,3.5623454342368555,2.672012007453096,4.199933846791869,-1.927509725704535,-2.0165540953857675,0.002858970104521588,33.43585640373788,25.69911743242072,39.885261233152924,1.9140382022471911,2.5045955056179774,3329.266
B0005,158,discharge,1.7673642076278957,3.558336657621618,2.674271233724938,4.199365021329158,-1.9267185977839403,-2.022483480851903,0.0012369720338688353,32.66698125020078,24.833281081823134,39.18287352945846,1.91328895184136,2.5031246458923513,3301.579
B0005,162,discharge,1.7570177850353066,3.554013138622869,2.6309416727017187,4.19902365945384,-1.9261308349663746,-2.0168041459037114,0.0027115029184951785,32.28423408691397,24.361616832363048,38.951564804030774,1.9127868945868944,2.497017094017094,3283.563
B0005,166,discharge,1.7468706179837907,3.552376095886298,2.6629725743154204,4.199432142144215,-1.9202346781375206,-2.0172800396238526,0.003127245831423531,32.00739178780946,24.019157444608588,38.607510759873634,1.9067880000000001,2.4874085714285714,3275.125
B0005,170,discharge,1.7417172507457144,3.549618661283733,2.612942119873717,4.199640922827531,-1.9201011498853633,-2.0159193745006387,0.0012894534058489268,32.06387071886056,24.006646494284762,38.920359903369054,1.9065845272206305,2.4783954154727796,3265.656
B0005,174,discharge,1.7364225056478186,3.54938103086703,2.6157198442661476,4.199305653118061,-1.9144278105456467,-2.0206059195730015,0.0010352326876111328,32.43754560319043,24.328038456694348,39.23273115358871,1.9008893982808022,2.4728252148997134,3266.093
B0005,178,discharge,1.7263217239235826,3.5472118680418956,2.6287695472774453,4.198949734540481,-1.908340706503589,-2.017554048083073,0.002141440621650397,32.16809876635083,24.121591093765634,38.964927068400804,1.8948356321839082,2.4686465517241376,3257.594
B0005,182,discharge,1.7158065389330133,3.5467052098640246,2.6655106679421823,4.19834220599025,-1.902207182631691,-2.016416703030436,0.0017702200905978112,32.05752645824972,23.971565610462942,38.83927283461771,1.8887763688760806,2.4558587896253603,3248.593
B0005,186,discharge,1.710533351135192,3.544629653883431,2.650495153350403,4.198995776266302,-1.9020484449938713,-2.0170229987437884,0.0014307662327893813,31.975920928072714,23.83541998401671,38.82796377704433,1.8884606936416186,2.4537601156069364,3238.766
B0005,190,discharge,1.706014499648521,3.5436291614253204,2.643236235233877,4.19916986492694,-1.8964907679062355,-2.016783933430818,0.00490119980676573,32.21689335291319,23.956923878018035,39.14007944734004,1.8827364161849713,2.4475115606936417,3240.14
B0005,194,discharge,1.7003110272642588,3.5444946147995258,2.656450207001938,4.199246833083063,-1.895971437908019,-2.0199829306240713,0.001796424269077256,32.55632993697177,24.465118009505925,39.349611598028886,1.8824028985507248,2.4475623188405797,3230.109
B0005,198,discharge,1.6945798601797895,3.5409201846556857,2.626177688152069,4.1992551886401595,-1.8899648799839277,-2.016448312230377,0.004899013626111221,32.40048085325998,24.267851748683743,39.29444535878087,1.8765976811594203,2.440286956521739,3229.7810000000027
B0005,202,discharge,1.6849029086609286,3.541195668799061,2.6582230344240045,4.199610827671791,-1.8893703824420507,-2.0264654916334726,0.002434406743192847,32.29371860868794,24.14386556947967,39.10487658009542,1.8758862973760935,2.4377755102040815,3212.469
B0005,206,discharge,1.6744741591159717,3.540671044783382,2.695100237338448,4.1994453812630566,-1.8776883243431417,-2.017330650607364,0.0014513205321675263,32.136071448067796,23.934085583884677,39.0462609369598,1.8642157434402333,2.4169620991253646,3213.219
B0005,210,discharge,1.6745692479879102,3.5376048790268775,2.639091813583503,4.198991968341307,-1.8831065986697755,-2.0225787607034706,0.005933998461667336,32.38268549723498,24.080595341823642,39.398032192832,1.86970350877193,2.425584795321637,3203.578
B0005,214,discharge,1.663716375981405,3.538422485261741,2.6857210282450983,4.197785116892181,-1.876359921441716,-2.0158674131052456,0.0034449440902895195,32.30899951427637,24.428816535813286,39.10678394120843,1.8634428152492668,2.4160117302052786,3195.125
B0005,216,discharge,1.659013868748246,3.53928626988912,2.69017866510873,4.201331130571617,-1.8709550260104437,-2.016878594815316,0.0012286208011475699,32.56636929496716,24.3288116844709,39.44448954135193,1.8575706744868035,2.4128035190615837,3195.3129999999946
B0005,220,discharge,1.6538540573335014,3.533690170241391,2.639895313359579,4.199339974904826,-1.8705599868289542,-2.0190191551299326,0.0006759557151863035,32.46542951751835,24.124885387020978,39.509602016775695,1.8571552941176472,2.401258823529412,3186.297
B0005,224,discharge,1.642653782130131,3.534367734544495,2.68991452927918,4.198916244859707,-1.8640049795794804,-2.0179820220655023,0.0017286665299136564,32.347056454418095,23.980294072799666,39.334865362245324,1.8508483775811209,2.390194690265487,3176.438
B0005,228,discharge,1.6378578430223698,3.5312941932103548,2.65935818848874,4.198537488587242,-1.8636932149873204,-2.0158401305926343,0.0008822013179447034,32.371538940646154,23.969183667109306,39.43723270017243,1.850440828402367,2.38642899408284,3167.593
B0005,232,discharge,1.6327350407099108,3.5309134771684274,2.6657030585650423,4.198943932259475,-1.857820396301907,-2.0192083553177325,0.0032196054196979183,32.45549347979197,24.037074564457942,39.51375235624076,1.844530177514793,2.3790325443786986,3167.719
B0005,236,discharge,1.6277528915533617,3.5287226893409893,2.642986759012803,4.199579806494986,-1.8572160981955346,-2.017754065523427,0.002329222708757339,32.50017194695606,24.074008046047823,39.60170302810528,1.8440694362017804,2.3752314540059345,3159.077999999994
B0005,240,discharge,1.622125485521159,3.52625493581969,2.6311169118893036,4.198782234828033,-1.8568340008006827,-2.016206764491147,0.0036382151418645234,32.50100298369444,24.043536678896338,39.687463597582074,1.8436053571428577,2.3729464285714283,3148.829
B0005,244,discharge,1.6113256603765849,3.528684324337005,2.696157404617167,4.19910517813207,-1.8448886500218815,-2.018425729441905,0.002409343074541808,32.4728927422438,24.007622451152475,39.53535075538898,1.8316964285714288,2.3579464285714287,3149.094
B0005,248,discharge,1.6065631397488385,3.525556939424901,2.6667596238241567,4.198510853141954,-1.8444180038305806,-2.0200094988659028,0.0018183081167425818,32.50480154634882,23.99346277596251,39.6502371632164,1.8312077611940298,2.3558567164179105,3140.547
B0005,252,discharge,1.6015142233917594,3.5226805646793737,2.6403185448373043,4.198732430468704,-1.8438790389835118,-2.0160906793454063,0.0023945547129780136,32.51218336210202,23.977316018708777,39.69929058154853,1.8306784431137724,2.355110778443114,3131.625
B0005,256,discharge,1.590369231400328,3.524673458789008,2.69892986372897,4.198799630396931,-1.83711254029409,-2.017218805788003,0.003459179478904217,32.45692821941515,23.92726467831658,39.56076309770468,1.8241735735735738,2.3478648648648646,3121.907
B0005,260,discharge,1.5857889968242211,3.5213155754526824,2.6682466504352993,4.198753541225669,-1.8315957075983758,-2.017576881832417,0.002911553978859486,32.447059186431154,23.878754027011194,39.63708096307912,1.8181603603603604,2.3376366366366366,3122.125
B0005,264,discharge,1.5849430707374117,3.51803386486462,2.6479207279724903,4.200309982421394,-1.8311195242792309,-2.0163186530776205,0.001691287375631991,32.32889654966259,23.90454749592773,39.43977047692484,1.8181885885885887,2.3432042042042043,3121.672
B0005,266,discharge,1.5955263892495937,3.5236841955396794,2.6741633856529066,4.201124089732316,-1.8432799764914718,-2.016322017667326,0.0031344620126884833,32.84488475360107,24.472949639670766,39.839022256254516,1.830189189189189,2.362888888888889,3120.86
B0005,270,discharge,1.5747301747801037,3.519146638240668,2.6892528956736257,4.198150316653697,-1.829798505957538,-2.0160583834613157,0.002214915830402201,32.31731555011648,23.81400684876703,39.41794949618613,1.817032628398792,2.3335438066465257,3103.828
B0005,274,discharge,1.5649019950937946,3.516233648608237,2.688809122993162,4.198524048997099,-1.8236746835609148,-2.0176016183677974,0.0026959062866318295,32.06376130177751,23.405971076202263,39.262781682151214,1.810447272727273,2.3186606060606056,3095.094
B0005,278,discharge,1.5597659473370362,3.514773138461639,2.6743555987897745,4.198840869468569,-1.8176720770210877,-2.018404141903304,0.002592567167286657,32.21997626855924,23.504268200620626,39.47237839941986,1.804478787878788,2.3113333333333332,3095.781
B0005,282,discharge,1.5594815668184234,3.5132992979150073,2.6430294964336345,4.198119631667182,-1.8179238657973993,-2.016777852675889,0.0015197601976623138,32.7120225448885,23.986241979219916,40.037541469513684,1.804507272727273,2.3101333333333334,3094.328
B0005,286,discharge,1.55468935359061,3.514484830704665,2.6584858447131823,4.198320288264955,-1.817160673909645,-2.019500858990014,0.005375811737933425,32.945022147355694,24.332016492731967,40.142730162011574,1.8038966565349546,2.3122826747720366,3086.531
B0005,290,discharge,1.5488741079890418,3.5109677353595243,2.629782173759164,4.1980467610750285,-1.8110297241968543,-2.025028692484549,0.001299695920075446,32.857549597381336,24.210935532035016,40.1165626728546,1.797808510638298,2.3022006079027353,3085.625
B0005,294,discharge,1.538236598942558,3.5109358749578012,2.6622967647315545,4.199047008209673,-1.8094435644526072,-2.017188769565156,0.003654247255878711,32.629663328789654,24.000424305912805,39.87503330866132,1.7965100917431192,2.3006697247706422,3067.203
B0005,298,discharge,1.527914258251028,3.509393098217416,2.682380966742509,4.197669918520713,-1.8026537331443495,-2.0203529496154493,0.0013741929346254653,32.379859014262976,23.66809609847637,39.61961987024145,1.7897656441717793,2.2894785276073617,3058.157
B0005,302,discharge,1.5285252629756445,3.5066782411556563,2.6401894768922713,4.197600624105256,-1.8031542757366414,-2.016749317444538,0.0020536118932937353,32.68215852457039,23.845674209557426,40.067324667444815,1.7898723926380373,2.2886687116564417,3058.812
B0005,306,discharge,1.522647325284378,3.5109885623008092,2.693769409137257,4.197985718630326,-1.7965666438696486,-2.016964364118414,0.002233821019065787,32.99387423636739,24.23969113753901,40.24716716520102,1.7837294478527612,2.2833895705521474,3058.578
B0005,310,discharge,1.5174859938489869,3.510305462695178,2.695787450704935,4.198164128530042,-1.7959771394311956,-2.0177154474110517,0.0029663849324865874,33.04539707211165,24.30453859448875,40.30253125568348,1.7830596923076925,2.281246153846154,3049.328
B0005,313,discharge,1.605818899130659,3.5222215314850214,2.6920548172137724,4.222920057935785,-1.822916991757235,-2.017087516284557,0.0015450426899526494,32.856295641052824,24.112523495131093,40.09418103142496,1.8096383480825962,2.3254896755162244,3177.219
B0005,316,discharge,1.5638491446744425,3.5163492154331264,2.629071246219689,4.200423045909808,-1.8294275689587538,-2.0177115857667665,0.0029495288044011506,33.33950238056361,24.719311536144843,40.52238496316615,1.8160474164133742,2.3357933130699085,3082.937
B0005,320,discharge,1.5480915247767786,3.5134397623234963,2.631343871050918,4.198372063670128,-1.816317296828028,-2.0160877086861952,0.0016903309192767824,33.35156485472646,24.73538913848975,40.56886357314186,1.8032719512195123,2.309405487804878,3074.266
B0005,324,discharge,1.5323755631868592,3.515137522009075,2.6983970036642315,4.198353213898968,-1.8033689952639713,-2.0174325692631547,0.0017335297510131795,33.147486361012966,24.494140877553082,40.27804845768325,1.7904269113149847,2.293556574923547,3066.0
B0005,328,discharge,1.5269528268489705,3.50830390643132,2.6338485871981514,4.197873789078739,-1.802670753119494,-2.017976023705107,0.003201402568771493,33.007275861749356,24.254986942423244,40.2921849196155,1.7898012269938652,2.286064417177914,3056.437
B0005,332,discharge,1.5169573017136326,3.509190808443004,2.671566207861818,4.197955644238241,-1.7958941337499832,-2.016684455267326,0.0012207622759792553,32.91990812745461,24.1488106351578,40.184384347174266,1.7830572307692307,2.276516923076923,3048.219
B0005,336,discharge,1.5118975960142693,3.5068097579555353,2.6540810507928123,4.197918434710392,-1.795344963527795,-2.0185074328810417,0.0027177292470912523,32.99903328622305,24.205952380559673,40.320066232195046,1.7823969135802475,2.2788734567901234,3039.218
B0005,340,discharge,1.5065638960681105,3.50609090727422,2.656849703962618,4.197739340034368,-1.7893518988259454,-2.0206154364574687,0.002966026743767936,33.03772281691292,24.228213693022468,40.336505612651585,1.776225925925926,2.269527777777778,3039.047
B0005,344,discharge,1.5015453526671363,3.5037157727265953,2.6363048614501152,4.19785490446139,-1.7883879159763685,-2.0174212119307557,0.0019690360203288167,33.07740307192613,24.25745983903501,40.43267631588412,1.775512074303406,2.2710340557275543,3030.375
B0005,348,discharge,1.4908444050400238,3.5067479961367156,2.69951692300468,4.197306756122815,-1.7815447770741009,-2.0224772834102507,0.002722369357879482,33.05467981523988,24.228985806758885,40.314538591575015,1.7686285714285717,2.2619689440993787,3021.0
B0005,352,discharge,1.485868384561201,3.5058813026542324,2.698216006032282,4.197528212001444,-1.7753115642966961,-2.0179249554704706,0.0006217348755526608,33.11570360624461,24.27409668200787,40.386661855917744,1.7624155279503109,2.252496894409938,3021.75
B0005,356,discharge,1.480413677976106,3.504168333530808,2.6911707598773864,4.19743662221161,-1.7742377662318358,-2.018486701026112,0.002574506411845257,33.12942148982364,24.26045465629052,40.43384612547835,1.7616554517133955,2.250626168224299,3012.265
B0005,360,discharge,1.4752095869031632,3.5030568931470634,2.690162319231471,4.197717228550219,-1.773860289771637,-2.0172029187594718,0.002304044135428048,33.130681310493344,24.246954155128837,40.44479269068758,1.760918125,2.24684375,3002.641
B0005,364,discharge,1.4859035988304024,3.4982324882487936,2.6355034454892072,4.192454851360723,-1.7809702419814517,-2.017032616337778,0.0013818757062667917,33.20069210329718,24.337824191545764,40.58499656066617,1.7679538940809971,2.2595981308411215,3012.0
B0005,367,discharge,1.4960918298136696,3.5065859365661325,2.6594753656507684,4.202845001527377,-1.7879098523188452,-2.020648432189961,0.003790346438351921,33.78697527817091,25.05068794027295,40.99869158762305,1.77486397515528,2.279636645962733,3020.11
B0005,371,discharge,1.4808005946928984,3.501457140697961,2.644554999824577,4.197952808231904,-1.780229415660985,-2.018056806197647,0.0029141195307161565,33.673365085761986,24.845214918132577,40.997807625227495,1.7672093750000002,2.2570687499999997,3002.172000000006
B0005,375,discharge,1.4697543268466824,3.501658387162809,2.6719601666204564,4.198017952345714,-1.7731015168894209,-2.017916668624779,0.0007844165488200334,33.535818118317145,24.68293151974539,40.84213757482493,1.7602087774294677,2.244683385579937,2992.703
B0005,379,discharge,1.4539012274845928,3.4966186408455298,2.6598211033173382,4.192162800008929,-1.7705879947441516,-2.027591717224413,0.005446235642757207,33.32269982188509,24.442107279152207,40.69012464267011,1.7579373417721518,2.2366613924050633,2964.468
B0005,383,discharge,1.4541462067235693,3.4991645719433246,2.688360455508818,4.196993378341778,-1.7600629827474803,-2.017344770444764,0.0015596672777035013,33.346230327490304,24.375162099510042,40.69938049882204,1.7469314465408807,2.223235849056604,2983.375
B0005,387,discharge,1.455023751906683,3.496080777360074,2.6376728619288525,4.197603515102162,-1.765575132998529,-2.017072416845675,0.002686593832583876,33.64948900485925,24.70475717255037,41.06026204078849,1.7524485804416405,2.232750788643533,2975.297
B0005,391,discharge,1.449042163761236,3.4959014526387993,2.645120521151077,4.196406678544622,-1.7588271887545277,-2.0179388823247932,0.0031991265142638165,33.79269513542102,24.851431185422516,41.19696040482682,1.7461230283911675,2.222328075709779,2974.9850000000006
B0005,395,discharge,1.4386709371480566,3.49758697990267,2.698012437629632,4.197098662004674,-1.7516428147438297,-2.029098489464331,0.003781794323562663,33.52446663707275,24.582992198113057,40.84446688602949,1.738956962025317,2.211481012658228,2966.25
B0005,399,discharge,1.433445432156979,3.4956989619989507,2.6928942772989077,4.196909312093871,-1.7513097768253418,-2.025048878675005,0.0013123608369275883,33.39042251934235,24.38167771883123,40.764203830749366,1.7381968253968259,2.207726984126984,2956.359
B0005,403,discharge,1.4333958900838095,3.492875380810072,2.6483923655058113,4.197105220217278,-1.7511840784846122,-2.0170494375017745,0.0017334904566314662,33.67370212742761,24.640411065560848,41.11212504270441,1.7382063492063495,2.209780952380952,2956.344
B0005,407,discharge,1.42806487344776,3.49551076423368,2.6832134764261997,4.196244829545076,-1.7446206812145286,-2.017587381204539,0.0022931157457021885,33.91080564765892,24.932873139487384,41.27256611507568,1.7318571428571432,2.203831746031746,2956.406
B0005,411,discharge,1.4229203181741186,3.4942333590450834,2.684960445221862,4.1968026018066595,-1.7436362428649814,-2.0245398824990146,0.0014033494395084456,33.7850680599871,24.80325379769347,41.15574924454392,1.7309961783439491,2.20003821656051,2947.266
