battery_id,cycle,cycle_type,capacity,voltage_mean,voltage_min,voltage_max,current_mean,current_min,current_max,temperature_mean,temperature_min,temperature_max,current_load_mean,voltage_load_mean,discharge_duration,initial_capacity,soh
B0005,22,discharge,1.8246195526864504,3.549292319740949,2.472448301852732,4.188916055911241,-1.863380178294828,-2.0160713863396573,0.0026264001899385,32.15709350345252,24.43128509546442,38.54143406601644,-1.8502624338624336,2.4602222222222223,3530.25,1.8564874208181572,98.28343204622078
B0005,25,discharge,1.814201935767392,3.559759220648976,2.64956413267546,4.189876247266316,-1.872968810287894,-2.016851865845563,0.0023645237017673,32.36407129853099,24.74037188089418,38.52197451768004,-1.8593454545454544,2.4758021390374334,3491.016,1.8564874208181572,97.72228539894282
B0005,27,discharge,1.8137521577549052,3.558081969139198,2.5724981777366227,4.189286794768804,-1.8826095043160835,-2.016393908986775,0.001858378552761,32.3181954403762,24.733107699311518,38.582485834057856,-1.869324731182796,2.493279569892473,3470.281,1.8564874208181572,97.69805803238793
B0005,29,discharge,1.8134404914735824,3.555692244172496,2.5249886697730286,4.188837765892728,-1.882536787636365,-2.0158117255163046,0.0022664654273509,32.15709029211502,24.44798340505406,38.52029413487392,-1.869324731182796,2.4930591397849464,3470.0,1.8564874208181572,97.68127007692819
B0005,31,discharge,1.8025980036306504,3.562746818017503,2.694621861688723,4.189110301768517,-1.8817935155260213,-2.0193509920362724,0.0013199464372558,32.04407000314609,24.46309712112356,38.21358592965045,-1.868625945945946,2.493508108108108,3450.297,1.8564874208181572,97.09723768751648
B0005,33,discharge,1.80210690024615,3.5614521756489204,2.64010141737067,4.18921207304098,-1.8921861285036712,-2.0164420273602586,0.0030782527761262,31.93159367491153,24.32051139249706,38.1983618706913,-1.8787804347826087,2.5033804347826085,3429.407,1.8564874208181572,97.07078432300708
B0005,35,discharge,1.802579500826209,3.5603420474985823,2.573903509838096,4.188899969428112,-1.9027629207037409,-2.016465255161054,0.00090184864654,31.941655359029298,24.357321702352365,38.31926916027133,-1.8890437158469944,2.5137704918032786,3409.484,1.8564874208181572,97.09624103091468
B0005,37,discharge,1.8030683142834096,3.5591189041401865,2.4942396831720126,4.188779799856791,-1.913347060582244,-2.0181069603406625,-0.0004481239748701,31.965008645476725,24.382419922756025,38.4787542519308,-1.89941978021978,2.5288736263736262,3390.422,1.8564874208181572,97.12257104811377
B0005,39,discharge,1.802777624719604,3.557886771846508,2.4556793246645583,4.189272591516219,-1.9131602105481536,-2.0170254305215485,0.0023375587090041,31.966241678512723,24.355030419469987,38.54659017774874,-1.8994164835164835,2.529324175824176,3390.281,1.8564874208181572,97.1069130069902
B0005,42,discharge,1.8470259949329195,3.5520375235511907,2.632142800798914,4.187614060563439,-1.8553455745575973,-2.01684718332263,0.0059551658046401,32.37143341978575,24.54942444728521,38.44749852224995,-1.8422010416666668,2.4483229166666667,3591.734,1.8564874208181572,99.4903587398902
B0005,46,discharge,1.847417311283644,3.5525668436897124,2.5027764692056795,4.187628781108399,-1.8746995273150973,-2.016190951623346,0.0016182635202416,32.70024990461686,24.917503693363493,38.992275791716615,-1.8615263157894737,2.474068421052632,3552.297,1.8564874208181572,99.51143705942721
B0005,50,discharge,1.8361774213478947,3.556794038327039,2.617507742871704,4.187447226312926,-1.873827212788385,-2.016760348146938,0.0025192157843694,32.32266411829938,24.56596639952811,38.51424197364312,-1.8608,2.480037037037037,3531.578,1.8564874208181572,98.90599854098059
B0005,54,discharge,1.825780747577624,3.5614100044534203,2.694074478000972,4.187344026387161,-1.883193546754683,-2.0160230713598764,0.0037933120349866,31.98795810666763,24.21658146702539,38.165816144899125,-1.8700117647058825,2.4924491978609624,3492.907,1.8564874208181572,98.34597999985365
B0005,58,discharge,1.8251136435078368,3.556610794781798,2.6237674644021887,4.187438187636325,-1.873239184822504,-2.01719076462715,0.0034388887386759,31.894456524691385,24.05499065781757,38.16526203587147,-1.860063829787234,2.4792606382978724,3511.594,1.8564874208181572,98.31004632950898
B0005,62,discharge,1.825581504220376,3.5586742170266272,2.5010798299873738,4.18774138117799,-1.9139593751505897,-2.016114862565665,0.0012614422239159,31.78039681801023,24.024851602995685,38.27549578575718,-1.9004891304347828,2.5292119565217392,3431.9370000000054,1.8564874208181572,98.33524772367372
B0005,66,discharge,1.814031127508391,3.564103182686905,2.68499881852498,4.188261122540052,-1.9030532722310995,-2.016863630474281,0.0031353992245556,31.688747146342205,23.93622764909489,37.98216079918311,-1.8896369565217397,2.516663043478261,3431.125,1.8564874208181572,97.7130847840027
B0005,70,discharge,1.8147691941158937,3.559588063594272,2.547109116468133,4.187338767288234,-1.9134590742247917,-2.024643671910137,0.0011043615738374,31.596747992569156,23.811534187517506,38.11100191887773,-1.899954098360656,2.529601092896175,3412.406,1.8564874208181572,97.75284086310275
B0005,74,discharge,1.813969388710352,3.556833231052199,2.471314764334132,4.187560306288175,-1.913620909902553,-2.017291134571006,-3.060676830687782e-05,31.56558649878708,23.754765330883423,38.18831137948753,-1.899956284153005,2.527672131147541,3410.688,1.8564874208181572,97.70975921350077
B0005,78,discharge,1.802765665167823,3.5624410850948944,2.6613903306108773,4.18805176248713,-1.902581974571906,-2.01713712589233,0.0037901043107805,31.59124667045208,23.79410930748377,37.99854111908584,-1.8890437158469948,2.5117868852459013,3410.718,1.8564874208181572,97.10626880376819
B0005,82,discharge,1.804077040117352,3.5591407106855666,2.541762355407921,4.187667484260542,-1.9130621638638965,-2.015946028510057,0.0006901740069088,31.603485399391182,23.80130098691845,38.194201649765226,-1.8994175824175823,2.5213186813186814,3392.719,1.8564874208181572,97.17690623092356
B0005,86,discharge,1.8518025516704488,3.5573161327793144,2.628919415830567,4.2010701773378685,-1.920618117118412,-2.0167372379007014,0.0008475435827522,31.91556385491565,23.78129749955371,38.45796400011448,1.906736388140162,2.512035040431267,3470.672,1.8564874208181572,99.74764875349149
B0005,90,discharge,1.8307038456739428,3.561870782772737,2.6312552691827045,4.1996223345495824,-1.9298830859597569,-2.0183057226929555,0.0011650883880798,32.081128118597164,24.2036410699716,38.49126351534004,1.9161506849315069,2.5250219178082194,3414.109,1.8564874208181572,98.61116348782738
B0005,94,discharge,1.8199041089501269,3.5617586337260088,2.654880745360911,4.199853323702163,-1.929300528480541,-2.016579511976592,0.0019472390588109,31.849792632896243,24.00078927251757,38.31473393357882,1.9156760330578515,2.520526170798898,3395.219,1.8564874208181572,98.02943389447218
B0005,98,discharge,1.809307963702852,3.5597307651083123,2.6749688422803803,4.199103467081427,-1.923330987770314,-2.0193879194408373,0.0018372947715281,31.465690433362017,23.53999092882516,37.861934640176806,1.9099110497237568,2.510174033149171,3386.0,1.8564874208181572,97.45867078945716
B0005,102,discharge,1.80460990458052,3.5575937553540915,2.6159705726789904,4.199998536865001,-1.9284469980320087,-2.015814483813837,0.0074961910680886,31.40934895665031,23.56609574757256,37.90665575786083,1.9149688888888887,2.511605555555556,3368.187,1.8564874208181572,97.20560906279803
B0005,106,discharge,1.7993770651972192,3.5597237883937995,2.658447162110498,4.19967522099872,-1.9231439161693824,-2.019901495893039,0.0013923748862999,31.90224747551808,23.9730227457941,38.34003238560517,1.9094477777777776,2.503302777777778,3368.266,1.8564874208181572,96.92374130950107
B0005,110,discharge,1.7884432335370462,3.559061771422033,2.697942608427116,4.1991847248803165,-1.917014964043808,-2.016522387288751,0.0025753372180031,31.649024294808623,23.755161868961988,38.0745950590744,1.903607242339833,2.49866295264624,3358.719,1.8564874208181572,96.3347886703631
B0005,114,discharge,1.7829230484252725,3.557015527748059,2.6617272246516333,4.200012480335,-1.922048805055383,-2.017112121704317,0.0011747056452339,31.48874626238971,23.51454265913581,38.07252758016199,1.908672829131653,2.502120448179272,3339.5,1.8564874208181572,96.03744299218226
B0005,118,discharge,1.7730337158018288,3.5562481933590964,2.699288287625812,4.1992373656547874,-1.916230282154988,-2.018009988339822,0.0023816748049826,31.329995610092634,23.27146353182613,37.80133585100446,1.902809550561798,2.4921376404494384,3331.265,1.8564874208181572,95.50475246530083
B0005,122,discharge,1.773037755078937,3.5532756526091784,2.612793240883853,4.199395781118708,-1.9220800182578983,-2.017724236336294,0.0021374370347549,31.569551201845574,23.439367870877128,38.39873985476869,1.908174647887324,2.496878873239437,3321.188,1.8564874208181572,95.50497004162604
B0005,126,discharge,1.7678721106662054,3.556266431640255,2.6637064901468075,4.199578698026071,-1.916241789031196,-2.016792488625222,0.0015198619580386,32.111426258867944,24.020578317587123,38.74929237918251,1.9025887323943664,2.492509859154929,3321.844,1.8564874208181572,95.22672175646098
B0005,130,discharge,1.762315070409309,3.5563095420140822,2.6668454289754746,4.199546957512695,-1.915880982351776,-2.017255132631586,0.0018244735178706,32.271676011112376,24.256086319320037,38.87275464755104,1.9023000000000003,2.494497175141243,3311.828,1.8564874208181572,94.92739086983167
B0005,134,discharge,1.7676172924938447,3.558950851054106,2.684431051981017,4.194091469340824,-1.911440626575304,-2.0159457514475405,0.0005228307091433,31.842291659678654,23.99270220171187,38.503541429116005,-1.8978,2.516620111731844,3327.391,1.8564874208181572,95.21299593373236
B0005,136,discharge,1.762668359743147,3.5534418211598053,2.645224362345869,4.200715235801255,-1.9158166997544157,-2.021877555086194,0.0024271068866283,31.759815453754253,23.826487051861594,38.27009094548294,1.9022700564971755,2.498725988700565,3312.078,1.8564874208181572,94.9464208578551
B0005,140,discharge,1.7517304870664143,3.5510121537420285,2.6603527244917,4.1990980807180325,-1.9151304155635371,-2.0169903181968984,0.0006158711833322,31.41911167391793,23.348558306380397,38.11684755251712,1.9017289772727275,2.492619318181818,3293.172,1.8564874208181572,94.35725054869609
B0005,144,discharge,1.7418496047960008,3.551317608213948,2.6926849789916263,4.199398534411534,-1.914848578439364,-2.016185456554963,0.0008035192993614,31.331626572312267,23.23621418856597,38.04152715355532,1.901172,2.489822857142857,3275.328,1.8564874208181572,93.82501520146927
B0005,148,discharge,1.7360913511847138,3.549003180550162,2.670544734728978,4.199122915612965,-1.9144128654409127,-2.0170647431651068,0.0014889451776809,31.35934131425137,23.214801785728056,38.17980302242767,1.900898567335244,2.4861575931232096,3265.016,1.8564874208181572,93.51484592444021
B0005,150,discharge,1.7936240148573608,3.559764834095517,2.605158060541757,4.190409478081396,-1.9388813849818085,-2.0168134548386294,0.0024931147123922,34.31088483888259,26.647373946169797,40.71218198711114,1.9252814606741573,2.527724719101124,3328.937,1.8564874208181572,96.61385230754257
B0005,154,discharge,1.7831890223273277,3.5623454342368555,2.672012007453096,4.199933846791869,-1.927509725704535,-2.0165540953857675,0.0028589701045215,33.43585640373788,25.69911743242072,39.88526123315293,1.9140382022471911,2.5045955056179774,3329.266,1.8564874208181572,96.0517697201241
B0005,158,discharge,1.7673642076278957,3.558336657621618,2.674271233724938,4.199365021329158,-1.9267185977839405,-2.022483480851903,0.0012369720338688,32.66698125020078,24.83328108182313,39.18287352945846,1.91328895184136,2.5031246458923517,3301.579,1.8564874208181572,95.19936347583842
B0005,162,discharge,1.7570177850353066,3.554013138622869,2.6309416727017187,4.19902365945384,-1.9261308349663744,-2.016804145903712,0.0027115029184951,32.28423408691397,24.361616832363048,38.95156480403077,1.9127868945868944,2.497017094017094,3283.563,1.8564874208181572,94.64205172265513
B0005,166,discharge,1.7468706179837907,3.552376095886298,2.6629725743154204,4.199432142144215,-1.9202346781375208,-2.0172800396238526,0.0031272458314235,32.00739178780946,24.019157444608588,38.607510759873634,1.906788,2.4874085714285714,3275.125,1.8564874208181572,94.09547290193552
B0005,170,discharge,1.7417172507457144,3.549618661283733,2.612942119873717,4.199640922827531,-1.9201011498853635,-2.0159193745006387,0.0012894534058489,32.06387071886056,24.00664649428476,38.920359903369054,1.9065845272206303,2.47839541547278,3265.656,1.8564874208181572,93.81788592880078
B0005,174,discharge,1.7364225056478186,3.54938103086703,2.615719844266148,4.199305653118061,-1.9144278105456467,-2.020605919573001,0.0010352326876111,32.43754560319043,24.328038456694348,39.23273115358871,1.9008893982808024,2.4728252148997134,3266.093,1.8564874208181572,93.53268361401416
B0005,178,discharge,1.7263217239235826,3.547211868041896,2.6287695472774453,4.198949734540481,-1.908340706503589,-2.017554048083073,0.0021414406216503,32.16809876635083,24.121591093765637,38.9649270684008,1.894835632183908,2.4686465517241376,3257.594,1.8564874208181572,92.98860334657101
B0005,182,discharge,1.7158065389330133,3.5467052098640246,2.6655106679421823,4.19834220599025,-1.902207182631691,-2.016416703030436,0.0017702200905978,32.05752645824972,23.971565610462942,38.83927283461771,1.8887763688760808,2.4558587896253603,3248.593,1.8564874208181572,92.42220117908766
B0005,186,discharge,1.710533351135192,3.544629653883431,2.650495153350403,4.198995776266302,-1.9020484449938715,-2.0170229987437884,0.0014307662327893,31.975920928072718,23.83541998401671,38.82796377704433,1.8884606936416184,2.4537601156069364,3238.766,1.8564874208181572,92.1381600518121
B0005,190,discharge,1.706014499648521,3.5436291614253204,2.643236235233877,4.19916986492694,-1.8964907679062355,-2.016783933430818,0.0049011998067657,32.21689335291319,23.956923878018035,39.14007944734004,1.8827364161849716,2.4475115606936417,3240.14,1.8564874208181572,91.89475137389714
B0005,194,discharge,1.7003110272642588,3.5444946147995258,2.656450207001938,4.199246833083063,-1.895971437908019,-2.0199829306240717,0.0017964242690772,32.55632993697177,24.465118009505925,39.349611598028886,1.8824028985507248,2.44756231884058,3230.109,1.8564874208181572,91.587532896664
B0005,198,discharge,1.6945798601797897,3.5409201846556857,2.626177688152069,4.19925518864016,-1.889964879983928,-2.016448312230377,0.0048990136261112,32.40048085325998,24.267851748683743,39.29444535878087,1.8765976811594205,2.440286956521739,3229.7810000000027,1.8564874208181572,91.27882263985315
B0005,202,discharge,1.6849029086609286,3.541195668799061,2.6582230344240045,4.199610827671791,-1.889370382442051,-2.026465491633473,0.0024344067431928,32.29371860868794,24.14386556947967,39.10487658009542,1.8758862973760932,2.437775510204081,3212.469,1.8564874208181572,90.75757205607076
B0005,206,discharge,1.6744741591159715,3.540671044783382,2.695100237338448,4.1994453812630566,-1.8776883243431417,-2.017330650607364,0.0014513205321675,32.1360714480678,23.93408558388468,39.0462609369598,1.864215743440233,2.4169620991253646,3213.219,1.8564874208181572,90.19582574806932
B0005,210,discharge,1.6745692479879102,3.537604879026877,2.639091813583503,4.198991968341307,-1.8831065986697757,-2.02257876070347,0.0059339984616673,32.38268549723498,24.08059534182364,39.398032192832,1.86970350877193,2.425584795321637,3203.578,1.8564874208181572,90.20094772578231
B0005,214,discharge,1.663716375981405,3.538422485261741,2.6857210282450983,4.197785116892181,-1.876359921441716,-2.0158674131052456,0.0034449440902895,32.30899951427637,24.428816535813286,39.10678394120843,1.8634428152492668,2.4160117302052786,3195.125,1.8564874208181572,89.61635599169331
B0005,216,discharge,1.659013868748246,3.53928626988912,2.69017866510873,4.201331130571617,-1.870955026010444,-2.016878594815316,0.0012286208011475,32.56636929496716,24.3288116844709,39.44448954135193,1.8575706744868037,2.412803519061584,3195.312999999994,1.8564874208181572,89.36305466681351
B0005,220,discharge,1.6538540573335014,3.533690170241391,2.639895313359579,4.199339974904826,-1.8705599868289544,-2.019019155129933,0.0006759557151863,32.46542951751835,24.124885387020974,39.509602016775695,1.8571552941176472,2.401258823529412,3186.297,1.8564874208181572,89.08512057704357
B0005,224,discharge,1.642653782130131,3.534367734544495,2.68991452927918,4.198916244859707,-1.8640049795794804,-2.0179820220655023,0.0017286665299136,32.347056454418095,23.980294072799666,39.33486536224533,1.8508483775811209,2.390194690265487,3176.438,1.8564874208181572,88.48181591266643
B0005,228,discharge,1.6378578430223698,3.5312941932103548,2.65935818848874,4.198537488587242,-1.8636932149873204,-2.0158401305926343,0.0008822013179447,32.371538940646154,23.969183667109306,39.43723270017243,1.850440828402367,2.38642899408284,3167.593,1.8564874208181572,88.22348186450749
B0005,232,discharge,1.6327350407099108,3.5309134771684274,2.6657030585650423,4.198943932259475,-1.857820396301907,-2.0192083553177325,0.0032196054196979,32.45549347979197,24.037074564457946,39.51375235624076,1.844530177514793,2.3790325443786986,3167.719,1.8564874208181572,87.94754127611388
B0005,236,discharge,1.6277528915533617,3.5287226893409893,2.642986759012803,4.199579806494986,-1.8572160981955343,-2.017754065523427,0.0023292227087573,32.50017194695606,24.074008046047823,39.60170302810528,1.8440694362017804,2.3752314540059345,3159.077999999994,1.8564874208181572,87.67917699307696
B0005,240,discharge,1.622125485521159,3.52625493581969,2.631116911889304,4.198782234828033,-1.8568340008006827,-2.016206764491147,0.0036382151418645,32.50100298369444,24.043536678896334,39.68746359758208,1.8436053571428577,2.3729464285714283,3148.829,1.8564874208181572,87.37605584239755
B0005,244,discharge,1.6113256603765849,3.528684324337005,2.696157404617167,4.19910517813207,-1.8448886500218813,-2.018425729441905,0.0024093430745418,32.4728927422438,24.007622451152475,39.53535075538898,1.8316964285714288,2.3579464285714287,3149.094,1.8564874208181572,86.79432148624367
B0005,248,discharge,1.6065631397488385,3.525556939424901,2.6667596238241567,4.198510853141954,-1.8444180038305809,-2.0200094988659028,0.0018183081167425,32.50480154634882,23.99346277596251,39.6502371632164,1.8312077611940296,2.3558567164179105,3140.547,1.8564874208181572,86.53778753000239
B0005,252,discharge,1.6015142233917594,3.5226805646793737,2.6403185448373043,4.198732430468704,-1.843879038983512,-2.0160906793454063,0.002394554712978,32.51218336210202,23.977316018708777,39.69929058154853,1.8306784431137724,2.355110778443114,3131.625,1.8564874208181572,86.26582682073706
B0005,256,discharge,1.590369231400328,3.524673458789008,2.69892986372897,4.198799630396931,-1.83711254029409,-2.017218805788003,0.0034591794789042,32.45692821941515,23.92726467831658,39.56076309770468,1.8241735735735736,2.347864864864865,3121.907,1.8564874208181572,85.66549999565575
B0005,260,discharge,1.5857889968242211,3.5213155754526824,2.6682466504352997,4.198753541225669,-1.831595707598376,-2.017576881832417,0.0029115539788594,32.447059186431154,23.878754027011198,39.63708096307912,1.8181603603603604,2.337636636636637,3122.125,1.8564874208181572,85.41878490754121
B0005,264,discharge,1.5849430707374117,3.51803386486462,2.6479207279724903,4.200309982421394,-1.8311195242792309,-2.0163186530776205,0.0016912873756319,32.32889654966259,23.90454749592773,39.43977047692484,1.818188588588589,2.3432042042042043,3121.672,1.8564874208181572,85.3732189598637
B0005,266,discharge,1.5955263892495937,3.52368419553968,2.6741633856529066,4.201124089732316,-1.843279976491472,-2.016322017667326,0.0031344620126884,32.84488475360107,24.47294963967077,39.83902225625452,1.830189189189189,2.362888888888889,3120.86,1.8564874208181572,85.94329115068511
B0005,270,discharge,1.5747301747801037,3.519146638240668,2.6892528956736257,4.198150316653697,-1.829798505957538,-2.016058383461316,0.0022149158304022,32.31731555011648,23.81400684876703,39.41794949618613,1.817032628398792,2.3335438066465257,3103.828,1.8564874208181572,84.82309964083234
B0005,274,discharge,1.5649019950937946,3.516233648608237,2.688809122993162,4.198524048997099,-1.8236746835609148,-2.0176016183677974,0.0026959062866318,32.06376130177751,23.405971076202263,39.262781682151214,1.810447272727273,2.3186606060606056,3095.094,1.8564874208181572,84.29370312695895
B0005,278,discharge,1.5597659473370362,3.514773138461639,2.6743555987897745,4.198840869468569,-1.817672077021088,-2.018404141903304,0.0025925671672866,32.21997626855924,23.504268200620626,39.47237839941986,1.804478787878788,2.311333333333333,3095.781,1.8564874208181572,84.01704907053153
B0005,282,discharge,1.5594815668184234,3.5132992979150077,2.6430294964336345,4.198119631667182,-1.8179238657973995,-2.016777852675889,0.0015197601976623,32.7120225448885,23.98624197921992,40.03754146951368,1.804507272727273,2.3101333333333334,3094.328,1.8564874208181572,84.00173086716404
B0005,286,discharge,1.55468935359061,3.514484830704665,2.6584858447131823,4.198320288264955,-1.817160673909645,-2.019500858990014,0.0053758117379334,32.945022147355694,24.332016492731967,40.14273016201157,1.8038966565349543,2.3122826747720366,3086.531,1.8564874208181572,83.74359751414075
B0005,290,discharge,1.5488741079890418,3.5109677353595243,2.629782173759164,4.1980467610750285,-1.8110297241968545,-2.025028692484549,0.0012996959200754,32.857549597381336,24.210935532035016,40.1165626728546,1.797808510638298,2.3022006079027357,3085.625,1.8564874208181572,83.43035835418966
B0005,294,discharge,1.538236598942558,3.510935874957801,2.6622967647315545,4.199047008209673,-1.8094435644526072,-2.017188769565156,0.0036542472558787,32.629663328789654,24.000424305912805,39.87503330866132,1.7965100917431192,2.3006697247706422,3067.203,1.8564874208181572,82.85736718133293
B0005,298,discharge,1.527914258251028,3.509393098217416,2.682380966742509,4.197669918520713,-1.8026537331443493,-2.0203529496154493,0.0013741929346254,32.379859014262976,23.66809609847637,39.61961987024145,1.7897656441717793,2.2894785276073617,3058.157,1.8564874208181572,82.30135260370757
B0005,302,discharge,1.5285252629756445,3.5066782411556563,2.640189476892272,4.197600624105256,-1.8031542757366412,-2.016749317444538,0.0020536118932937,32.68215852457039,23.845674209557423,40.067324667444815,1.789872392638037,2.2886687116564417,3058.812,1.8564874208181572,82.33426447360578
B0005,306,discharge,1.522647325284378,3.510988562300809,2.693769409137257,4.197985718630326,-1.7965666438696486,-2.016964364118414,0.0022338210190657,32.99387423636739,24.23969113753901,40.24716716520102,1.7837294478527612,2.2833895705521474,3058.578,1.8564874208181572,82.01764839394089
B0005,310,discharge,1.5174859938489869,3.510305462695178,2.695787450704935,4.198164128530042,-1.7959771394311956,-2.017715447411052,0.0029663849324865,33.04539707211165,24.30453859448875,40.30253125568348,1.7830596923076925,2.281246153846154,3049.328,1.8564874208181572,81.73963242800902
B0005,313,discharge,1.605818899130659,3.5222215314850214,2.6920548172137724,4.222920057935785,-1.822916991757235,-2.017087516284557,0.0015450426899526,32.856295641052824,24.112523495131093,40.09418103142496,1.809638348082596,2.3254896755162244,3177.219,1.8564874208181572,86.49769888680268
B0005,316,discharge,1.5638491446744425,3.5163492154331264,2.629071246219689,4.200423045909808,-1.8294275689587536,-2.0177115857667665,0.0029495288044011,33.33950238056361,24.719311536144843,40.52238496316615,1.8160474164133744,2.3357933130699085,3082.937,1.8564874208181572,84.23699116610504
B0005,320,discharge,1.5480915247767786,3.5134397623234963,2.631343871050918,4.198372063670128,-1.816317296828028,-2.0160877086861952,0.0016903309192767,33.35156485472646,24.73538913848975,40.56886357314186,1.8032719512195123,2.309405487804878,3074.266,1.8564874208181572,83.38820438085877
B0005,324,discharge,1.5323755631868592,3.515137522009075,2.6983970036642315,4.198353213898968,-1.8033689952639715,-2.0174325692631547,0.0017335297510131,33.147486361012966,24.49414087755308,40.27804845768325,1.7904269113149849,2.293556574923547,3066.0,1.8564874208181572,82.5416615272049
B0005,328,discharge,1.5269528268489705,3.50830390643132,2.6338485871981514,4.197873789078739,-1.802670753119494,-2.017976023705107,0.0032014025687714,33.00727586174936,24.254986942423244,40.2921849196155,1.7898012269938652,2.286064417177914,3056.437,1.8564874208181572,82.24956494324319
B0005,332,discharge,1.5169573017136326,3.509190808443004,2.671566207861818,4.197955644238241,-1.7958941337499832,-2.016684455267326,0.0012207622759792,32.91990812745461,24.1488106351578,40.184384347174266,1.7830572307692307,2.276516923076923,3048.219,1.8564874208181572,81.7111543392579
B0005,336,discharge,1.511897596014269,3.5068097579555357,2.6540810507928123,4.197918434710392,-1.795344963527795,-2.0185074328810417,0.0027177292470912,32.99903328622305,24.205952380559676,40.320066232195046,1.7823969135802475,2.2788734567901234,3039.218,1.8564874208181572,81.43861246029738
B0005,340,discharge,1.5065638960681105,3.50609090727422,2.656849703962618,4.197739340034368,-1.7893518988259454,-2.0206154364574687,0.0029660267437679,33.03772281691292,24.228213693022468,40.33650561265159,1.776225925925926,2.269527777777778,3039.047,1.8564874208181572,81.15131183620761
B0005,344,discharge,1.5015453526671363,3.5037157727265957,2.6363048614501152,4.19785490446139,-1.7883879159763685,-2.017421211930756,0.0019690360203288,33.07740307192613,24.25745983903501,40.43267631588412,1.775512074303406,2.2710340557275543,3030.375,1.8564874208181572,80.88098717121404
B0005,348,discharge,1.4908444050400238,3.506747996136716,2.69951692300468,4.197306756122815,-1.7815447770741009,-2.0224772834102507,0.0027223693578794,33.05467981523988,24.228985806758885,40.314538591575015,1.7686285714285717,2.2619689440993787,3021.0,1.8564874208181572,80.30457886878685
B0005,352,discharge,1.485868384561201,3.5058813026542324,2.698216006032282,4.197528212001444,-1.775311564296696,-2.0179249554704706,0.0006217348755526,33.11570360624461,24.27409668200787,40.386661855917744,1.7624155279503109,2.252496894409938,3021.75,1.8564874208181572,80.0365447079828
B0005,356,discharge,1.480413677976106,3.504168333530808,2.6911707598773864,4.19743662221161,-1.7742377662318358,-2.018486701026112,0.0025745064118452,33.12942148982364,24.26045465629052,40.43384612547835,1.7616554517133955,2.250626168224299,3012.265,1.8564874208181572,79.74272604140162
B0005,360,discharge,1.4752095869031632,3.503056893147064,2.690162319231471,4.197717228550219,-1.773860289771637,-2.017202918759472,0.002304044135428,33.130681310493344,24.24695415512884,40.44479269068758,1.760918125,2.24684375,3002.641,1.8564874208181572,79.46240682056633
